type,condition1,trialNo,stim1,textColor,stimFormat,key,ITI,presTime,thisN,thisTrialN,thisRepN,press.keys,press.corr,press.rt,press.duration,stroop.thisRepN,stroop.thisTrialN,stroop.thisN,stroop.thisIndex,thisRow.t,notes,welcome.started,press_space.started,text_welcome.started,welcome.stopped,press_space.keys,press_space.rt,press_space.duration,fixation_control.started,dot_control.started,dot_control.stopped,fixation_control.stopped,trial.started,press.started,text_stroop.started,dot.started,text_stroop.stopped,trial.stopped,stroop.press.keys,stroop.press.corr,stroop.press.rt,stroop.press.duration,time_fixation,fixation.started,dot_fixation.started,dot_fixation.stopped,fixation.stopped,dot.stopped,thanks.started,thank_you.started,thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
test,inconsistent,6,red,yellow,word,z,800,2000,191,14,3,z,1,0.8022845999948913,None,3,14,191,5,915.3754219999973,,,,,,,,,,,,,915.3622288999904,915.3754219999973,915.3754219999973,915.5593483999983,915.5593483999983,916.1928375999996,z,1,0.8022845999948913,None,5.024613052376303,916.1931690999918,916.2084411999967,921.2235684999905,921.2074017999985,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,27,green,red,word,z,800,2000,192,15,3,z,1,0.9456557999947108,None,3,15,192,26,921.2235684999905,,,,,,,,,,,,,921.2099676999933,921.2235684999905,921.2235684999905,921.4066893999989,921.4066893999989,922.1748204999894,z,1,0.9456557999947108,None,4.057549877360413,922.1752882000001,922.1898726999934,926.2386331999878,926.2224265999976,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,15,yellow,red,word,z,800,2000,193,16,3,z,1,0.742540100007318,None,3,16,193,14,926.2386331999878,,,,,,,,,,,,,926.2254908999894,926.2386331999878,926.2386331999878,926.4385230999906,926.4385230999906,926.990266199995,z,1,0.742540100007318,None,1.792156418100574,926.9912500999926,927.0048094999947,928.7876116999978,928.7718969999987,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,9,red,blue,word,z,800,2000,194,17,3,z,1,1.1074032000033185,None,3,17,194,8,928.7876116999978,,,,,,,,,,,,,928.774236199999,928.7876116999978,928.7876116999978,928.9874194000004,928.9874194000004,929.9046825999976,z,1,1.1074032000033185,None,1.96857131416631,929.9050352999911,929.9204118999914,931.8868140999984,931.8705244000012,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,consistent,46,yellow,yellow,word,m,800,2000,195,18,3,m,1,0.9015360000048531,None,3,18,195,45,931.8868140999984,,,,,,,,,,,,,931.873680699995,931.8868140999984,931.8868140999984,932.0698627999955,932.0698627999955,932.8047656999988,m,1,0.9015360000048531,None,2.7238212624145763,932.8051850999909,932.8195975999988,935.5354106000013,935.5195201999886,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,5,orange,blue,word,z,800,2000,196,19,3,z,1,1.0544096999947214,None,3,19,196,4,935.5354106000013,,,,,,,,,,,,,935.522533299998,935.5354106000013,935.5354106000013,935.7352011999901,935.7352011999901,936.6027627000003,z,1,1.0544096999947214,None,4.89612168509327,936.6031215999974,936.6186531999992,941.4999719999905,941.4840637000016,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,53,red,yellow,word,z,800,2000,197,20,3,z,1,1.125268000003416,None,3,20,197,52,941.4999719999905,,,,,,,,,,,,,941.4868004000018,941.4999719999905,941.4999719999905,941.699798799993,941.699798799993,942.6338607999933,z,1,1.125268000003416,None,1.6611978785706119,942.6342104999931,942.6493628999888,944.2990816999954,944.2830259999901,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,consistent,36,red,red,word,m,800,2000,198,21,3,m,1,0.8706335999886505,None,3,21,198,35,944.2990816999954,,,,,,,,,,,,,944.2836927999888,944.2990816999954,944.2990816999954,944.4822266999981,944.4822266999981,945.1829576000018,m,1,0.8706335999886505,None,2.757468796845836,945.1833098999923,945.1987211999949,947.9476675999904,947.931868899992,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,11,green,red,word,z,800,2000,199,22,3,z,1,1.204104600008577,None,3,22,199,10,947.9476675999904,,,,,,,,,,,,,947.9358385999949,947.9476675999904,947.9476675999904,948.1475088000007,948.1475088000007,949.1647776999889,z,1,1.204104600008577,None,4.280668579266482,949.1652065999951,949.1809169999906,953.4456955999922,953.429870299995,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,31,yellow,red,word,z,800,2000,200,23,3,z,1,0.7105519000033382,None,3,23,200,30,953.4456955999922,,,,,,,,,,,,,953.434915699996,953.4456955999922,953.4456955999922,953.6457384999958,953.6457384999958,954.1632488999894,z,1,0.7105519000033382,None,5.838437409863958,954.1635802999954,954.1788169999927,960.0103287999955,959.9941779999936,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,48,yellow,red,word,z,800,2000,201,24,3,z,1,0.958352499990724,None,3,24,201,47,960.0103287999955,,,,,,,,,,,,,959.9950009999884,960.0103287999955,960.0103287999955,960.1936704999971,960.1936704999971,960.9775488000014,z,1,0.958352499990724,None,3.4428004850052005,960.9778946000006,960.9930572000012,964.4252630999981,964.4094697999972,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,consistent,40,yellow,yellow,word,m,800,2000,202,25,3,m,1,0.8465001000004122,None,3,25,202,39,964.4252630999981,,,,,,,,,,,,,964.410121199995,964.4252630999981,964.4252630999981,964.6252302999928,964.6252302999928,965.2762788999971,m,1,0.8465001000004122,None,1.284179732987912,965.2766906999896,965.2923582999938,966.5746159999981,966.5583437000023,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,consistent,51,red,red,word,m,800,2000,203,26,3,m,1,0.7520342000061646,None,3,26,203,50,966.5746159999981,,,,,,,,,,,,,966.5613850999944,966.5746159999981,966.5746159999981,966.7578565000003,966.7578565000003,967.3419760999968,m,1,0.7520342000061646,None,2.650393549996701,967.3423662999994,967.3576581999951,970.0072335000004,969.9904391000018,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,consistent,49,yellow,yellow,word,m,800,2000,204,27,3,m,1,0.6665369999973336,None,3,27,204,48,970.0072335000004,,,,,,,,,,,,,969.993469699999,970.0072335000004,970.0072335000004,970.1900529999984,970.1900529999984,970.6913988000015,m,1,0.6665369999973336,None,3.981723653001562,970.6918420000002,970.706485799994,974.6886375999893,974.6724595999985,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,consistent,45,red,red,word,m,800,2000,205,28,3,m,1,0.9155224999994971,None,3,28,205,44,974.6886375999893,,,,,,,,,,,,,974.6753098999907,974.6886375999893,974.6886375999893,974.871756099994,974.871756099994,975.6060586999956,m,1,0.9155224999994971,None,1.0154330810189385,975.6064299999998,975.6216487999918,976.621075099989,976.6051177999907,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,19,green,red,word,z,800,2000,206,29,3,z,1,0.8939628999942215,None,3,29,206,18,976.621075099989,,,,,,,,,,,,,976.6078602999914,976.621075099989,976.621075099989,976.8043501999928,976.8043501999928,977.5221756999963,z,1,0.8939628999942215,None,4.106413927009335,977.5225124999997,977.5378618999966,981.6362294999999,981.6199344999914,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,inconsistent,2,yellow,green,word,z,800,2000,207,30,3,z,1,0.9555710999993607,None,3,30,207,1,981.6362294999999,,,,,,,,,,,,,981.6224805999955,981.6362294999999,981.6362294999999,981.8194573999936,981.8194573999936,982.6035636000015,z,1,0.9555710999993607,None,3.3055654705274153,982.6039205999987,982.6190724999906,985.9192471999995,985.9026023999904,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
test,consistent,28,yellow,yellow,word,m,800,2000,208,31,3,z,0,0.6245079999935115,None,3,31,208,27,985.9192471999995,,,,,,,,,,,,,985.9043703999923,985.9192471999995,985.9192471999995,986.1182072999945,986.1182072999945,986.5528812999983,z,0,0.6245079999935115,None,4.669842792451577,986.5533258999931,986.567858800001,991.2329842999898,991.2171369999996,,,,,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,991.2175723999972,991.2329842999898,1021.2064296999888,1234,001,2025-03-14_15h55.45.256,pleaseworkstroopcontrol,2024.2.4,59.96861242661847,2025-03-14 15h56.07.240309 -0700,
